name,building_type,no_rooms,no_hall,area,age,address,price,date,lat,lon,timestamp
中環唐樓連露台 靚裝實用開放式,唐樓,-1,-1,430,-1,港島 上環/中環 皇后大道中219號,18500,05-09-2020,22.28365,114.15494,1.59926E+12
近港大2房，正對港鐵站,單棟式大廈,2,1,267,-1,港島 西區 薄扶林道73號/,12800,01-09-2020,22.2842099,114.1337247,1.59892E+12
天后光猛大單邊1房1廳靚裝修,單棟式大廈,1,1,190,-1,港島 北角 英皇道57號,9800,30-08-2020,22.2895278,114.1947001,1.59875E+12
平地電梯有傢電 包wifi 大廈有管理員,單棟式大廈,-1,-1,120,-1,港島 天后/大坑 英皇道,6500,23-08-2020,22.281859,114.1914706,1.59814E+12
中環，近威靈頓街頂樓連天台一房一廳,唐樓,1,1,300,-1,港島 上環/中環 士他花利街,17000,22-08-2020,22.2840088,114.1537597,1.59805E+12
"銅鑼灣光猛齊傢俬110呎房, 分租單位",屋苑,1,0,110,-1,港島 銅鑼灣 軒華大廈,5000,18-08-2020,22.279385650000002,114.1818742084522,1.59771E+12
銅鑼灣天后特大套房,單棟式大廈,1,0,190,-1,港島 銅鑼灣 英皇道57號,9600,16-08-2020,22.281859,114.1914706,1.59754E+12
洛克道唐楼 家电齐全光猛街窗 独立厨厕,唐樓,-1,-1,140,-1,港島 灣仔 洛克道234号4楼,6800,11-08-2020,22.2805866,114.18252,1.5971E+12
一房一廳 傢俬電器齊配套包水電煤 免佣,單棟式大廈,1,1,250,-1,港島 銅鑼灣 銅鑼灣百德新街,16500,10-08-2020,22.2819639,114.1850067,1.59702E+12
全類海景，特式露台，靜中帶旺,單棟式大廈,1,1,253,38,港島 西區 昌裕大廈,15900,06-08-2020,22.2837375,114.12901439999999,1.59667E+12
西營盤近港鐵全新裝修2房,單棟式大廈,2,1,520,-1,港島 西區 西營盤德輔道西132-136號,17500,02-08-2020,22.2883554,114.1480917,1.59633E+12
中環鄰近商業區.............,單棟式大廈,2,1,300,-1,港島 上環/中環 威靈頓街97号威利大厦,12500,02-08-2020,22.283601,114.15427707489451,1.59633E+12
3房大廳，高層，只求好客，價有得傾,屋苑,3,1,570,-1,南豐新邨   港島 鰂魚涌 基利坊15-27號,19800,16-07-2020,22.2822462,114.214521,1.59486E+12
太古地鐵站旁 康山花園 2房2廰,屋苑,2,2,431,33,康山花園   港島 鰂魚涌 英皇道1110-1128號,12000,14-07-2020,22.2853248,114.2170118,1.59468E+12
最啱中西區打工仔的租住地點,唐樓,-1,-1,100,-1,港島 西區 西營盤皇后大道西227號,4900,09-07-2020,22.2866101,114.1482057,1.59425E+12
近地鐡站方正好擺放套房,單棟式大廈,-1,-1,120,-1,港島 西區 卑路乍街67-83號,5800,03-07-2020,22.2856572,114.1324862,1.59373E+12
兩房鄰近地鐵,單棟式大廈,2,1,315,-1,港島 筲箕灣 東大街金來大廈,12300,02-07-2020,22.279792649999997,114.23004409194147,1.59365E+12
"筍盤 企理靚裝2房 傢電齊, 近香港大學",單棟式大廈,2,1,266,-1,港島 西區 俊威閣,14300,02-07-2020,22.28404655,114.13661246885164,1.59365E+12
西营盤站口全新臻蓺租,單棟式大廈,-1,-1,221,-1,港島 西區 西源里1號,13000,01-07-2020,22.2878875,114.1419121,1.59356E+12
免佣/近銅鑼灣地鐵站F出口1分鐘/,屋苑,-1,-1,100,-1,港島 銅鑼灣 渣甸坊30-36,6000,30-06-2020,22.2792627,114.1848805,1.59348E+12
2房，靓装修，清净，好住,屋苑,2,2,427,35,港島 北角 富雅花园,17800,27-06-2020,22.290639900000002,114.20392444897729,1.59322E+12
絕地大減價 銅鑼灣高級裝修特色單位,單棟式大廈,-1,-1,135,-1,港島 灣仔 灣仔軒尼詩道364-366號,7500,23-06-2020,22.2801455,114.1848329,1.59287E+12
鄰近中環唐樓,唐樓,-1,-1,140,-1,港島 上環/中環 上環唐樓,5300,17-06-2020,22.28798655,114.13984149858499,1.59235E+12
利園山道含露台套房,唐樓,1,0,150,-1,港島 銅鑼灣 利園山道13 號,8000,10-06-2020,22.2793173,114.1834816,1.59175E+12
西灣河唐樓套房,屋苑,-1,-1,70,50,港島 筲箕灣 筲箕灣道86號,4900,03-06-2020,22.2833265,114.2208723,1.59114E+12
免佣/11號白沙道/樓梯3層,屋苑,-1,-1,95,-1,港島 銅鑼灣 白沙道11號,7000,02-06-2020,22.2788982,114.1836635,1.59106E+12
"冇佣，可長可短,近維園",屋苑,-1,-1,100,-1,港島 銅鑼灣 銅鑼灣大廈,5000,01-06-2020,22.281705000000002,114.18526372045255,1.59097E+12
近時代廣場套房，有露台,唐樓,-1,-1,120,-1,港島 銅鑼灣 波斯富街,5500,29-05-2020,22.281099,114.1821869,1.59071E+12
鰂魚涌套房特大豪裝業主盤,單棟式大廈,1,0,180,-1,港島 鰂魚涌 鰂魚涌街121號太就樓,7000,17-05-2020,22.28287985,114.21295318650903,1.58967E+12
全新樓One Eighty 即睇,單棟式大廈,1,1,247,-1,港島 筲箕灣 筲箕灣道180號,15500,09-05-2020,22.2833265,114.2208723,1.58898E+12
電梯 看更 傢電WIFI齊 近時代廣場,單棟式大廈,1,0,120,-1,港島 跑馬地 禮頓道64號,5200,09-05-2020,22.2770275,114.1820964,1.58898E+12
湾仔道67号唐楼150呎光猛清静家电齐全,唐樓,-1,-1,150,-1,港島 灣仔 湾仔道67号,6200,04-05-2020,22.2779207,114.1796555,1.58855E+12
上環1房1廳傢電齊,單棟式大廈,1,1,180,-1,港島 上環/中環 上環永樂街163號,8200,29-04-2020,22.2873795,114.1487444,1.58812E+12
唐一樓3房連平台靚裝修,唐樓,3,1,389,-1,港島 筲箕灣 金華街23號,13500,28-04-2020,22.2778493,114.2299388,1.58803E+12
一年新樓豪華會所極高層山景,屋苑,1,1,392,-1,港島 筲箕灣 形薈,19500,25-04-2020,22.27712455,114.22880641051214,1.58777E+12
東區特大套房,屋苑,-1,-1,180,58,港島 太古/西灣河 康祥街8號,6800,24-04-2020,22.283915,114.221735,1.58769E+12
洛克道200呎1房1廰酒店式设备干湿企缸,唐樓,1,1,200,-1,港島 灣仔 洛克道236号,8800,19-04-2020,22.2781815,114.1704844,1.58725E+12
獨立分契樓開放式高層,單棟式大廈,1,0,243,-1,港島 筲箕灣 萬康大廈,8500,19-04-2020,22.27970545,114.2259915901974,1.58725E+12
靚套房有傢俬求正職好租客,單棟式大廈,1,0,80,-1,港島 鰂魚涌 麗華樓,5000,18-04-2020,22.2900517,114.20966345,1.58717E+12
電梯套房多窗靚裝修有傢電包Wifi,單棟式大廈,-1,-1,150,-1,港島 北角 英皇道418,5500,13-04-2020,22.2895278,114.1947001,1.58674E+12
唐4樓大2房2廳免佣包水電煤短租優惠,唐樓,2,2,550,39,港島 跑馬地 山光道8號,17000,06-04-2020,22.26893,114.184,1.58613E+12
罕有太白樓 堅尼地城港鐵站、旺中帶静,唐樓,2,1,464,40,港島 西區 太白臺,12800,02-04-2020,22.283406,114.1313041,1.58579E+12
湾仔太源街350呎唐楼家电齊全2房1廰,唐樓,1,1,350,-1,港島 灣仔 太原街14号,11500,02-04-2020,22.276289,114.1731993,1.58579E+12
洛克道200呎酒店式设备光猛街窗密码街闸,唐樓,-1,-1,200,-1,港島 灣仔 洛克道236号,9500,31-03-2020,22.2781815,114.1704844,1.58561E+12
"免佣/長短租-樓梯四樓,露台近時代廣場",屋苑,-1,-1,180,-1,港島 銅鑼灣 波斯富街,9800,28-03-2020,22.281099,114.1821869,1.58535E+12
崇光商圈300呎2房1廰光猛街窗近地鐵站,唐樓,2,1,300,55,港島 銅鑼灣 洛克道519号,10000,25-03-2020,22.28064,114.1834074,1.58509E+12
Deluxe Decor. Studio,單棟式大廈,-1,-1,118,-1,港島 北角 78 Kam Ping Street,5600,19-03-2020,22.2896986,114.2002318,1.58458E+12
灣仔獨立單位一層兩伙,單棟式大廈,1,1,271,-1,港島 灣仔 譚臣道117-119 號,12500,19-03-2020,22.2773253,114.1755484,1.58458E+12
跑馬地 雅緻裝修 荀租精品,單棟式大廈,-1,-1,284,-1,港島 跑馬地 山村道33號 嘉樂居,12500,18-03-2020,22.268225299999997,114.18553521080527,1.58449E+12
電梯套房靚裝修有傢電包Wifi,單棟式大廈,-1,-1,130,-1,港島 北角 英皇道468,4800,12-03-2020,22.2895278,114.1947001,1.58397E+12
高層光猛電梯套房地鐵出口獨立鐵閘,單棟式大廈,1,0,100,-1,港島 灣仔 萬寶樓,4900,11-03-2020,22.27781435,114.17343309778119,1.58388E+12
高層有電梯 近地鐵站 傢電齊WIFI,單棟式大廈,1,0,130,-1,港島 鰂魚涌 英皇道,6700,10-03-2020,22.2847534,114.2146168,1.5838E+12
平租北角 有看更 洗衣機傢電,單棟式大廈,1,0,130,-1,港島 北角 春秧街,5300,04-03-2020,22.2914323,114.1985343,1.58328E+12
單人套房企理獨家有匙,單棟式大廈,1,0,60,-1,港島 筲箕灣 筲箕灣道東安大廈,3800,04-03-2020,22.276949199999997,114.22767915536721,1.58328E+12
電梯套房多窗靚裝修有傢電包Wifi,單棟式大廈,-1,-1,130,-1,港島 北角 英皇道468,7300,03-03-2020,22.2895278,114.1947001,1.58319E+12
絕地大減價銅鑼灣四星裝修特色窩居,屋苑,-1,-1,150,-1,港島 灣仔 灣仔軒尼詩道364-366號,8800,29-02-2020,22.2801455,114.1848329,1.58293E+12
出租 天后 維峯 1房1廳,單棟式大廈,1,1,287,4,港島 北角 歌頓道3號,17000,25-02-2020,22.2856872,114.1910804,1.58259E+12
兩房唐2樓靚裝修有匙,唐樓,2,1,443,-1,港島 筲箕灣 筲箕灣廣益大廈,12800,25-02-2020,22.279226700000002,114.22576265663935,1.58259E+12
高層有電梯 傢電齊包WIFI,單棟式大廈,1,0,135,-1,港島 北角 北角英皇道,5700,20-02-2020,22.2895278,114.1947001,1.58216E+12
平租禮頓道 有傢電WIFI,單棟式大廈,1,0,120,-1,港島 跑馬地 禮頓道,5900,18-02-2020,22.2770275,114.1820964,1.58198E+12
"優靜地段,四正兩房,新裝修",屋苑,2,1,330,34,港島 灣仔 石水渠街84-86,15500,15-02-2020,22.276387,114.1736102,1.58172E+12
北角平租 有電梯高層 近地鐡WIFI,單棟式大廈,1,0,130,-1,港島 北角 春秧街,5300,14-02-2020,22.2914323,114.1985343,1.58164E+12
港島平租 高層有電梯 近地鐵站,單棟式大廈,1,0,135,-1,港島 北角 春秧街,5000,08-02-2020,22.2914323,114.1985343,1.58112E+12
跑馬地唐樓連露台及天台,唐樓,1,1,513,-1,港島 跑馬地 奕蔭街,20000,21-01-2020,22.2690993,114.1839892,1.57956E+12
歌賦街13號,唐樓,3,1,480,-1,港島 上環/中環 歌賦街,18500,20-01-2020,22.2842073,114.1524652,1.57948E+12
波斯富街近時代廣場2房,唐樓,2,1,300,-1,港島 銅鑼灣 波斯富街,9900,16-01-2020,22.281099,114.1821869,1.57913E+12
"交通方便,間格四正,景觀開揚",屋苑,3,1,727,46,港島 灣仔 活道5號,23800,16-01-2020,22.2739459,114.184492,1.57913E+12
"交通方便,價平質優, 還價即成",屋苑,2,1,581,5,港島 銅鑼灣 希雲街44,27800,15-01-2020,22.2774746,114.1872283,1.57905E+12
港島 高層開揚 有電梯 WIFI,單棟式大廈,1,0,130,-1,港島 北角 春秧街,5800,11-01-2020,22.2914323,114.1985343,1.5787E+12
正街近港鐵，多窗光猛2房,唐樓,2,1,300,-1,港島 西區 正街,11500,11-01-2020,22.2877837,114.14235,1.5787E+12
近筲箕灣地鐵站 有電梯 獨立套,唐樓,1,0,130,-1,港島 筲箕灣 筲箕灣道498-404,6500,08-01-2020,22.2833265,114.2208723,1.57844E+12
德輔道西203號,唐樓,2,1,220,61,港島 西區 德輔道西203,9600,06-01-2020,22.2883554,114.1480917,1.57827E+12
內街安靜兩房連天台,唐樓,2,1,300,-1,港島 西區 高陞街,12000,04-01-2020,22.2878189,114.1453897,1.5781E+12
近港大，半山地段，一梯兩戶,單棟式大廈,-1,-1,187,23,港島 西區 第三街162-166號,12000,02-01-2020,22.2859408,114.1378478,1.57792E+12
一分鐘到北角地鐵站,洋房/獨立屋,1,0,120,-1,港島 北角 英皇道465號,4200,01-01-2020,22.2895278,114.1947001,1.57784E+12
豪華裝修 罕有會所 免費Wi-Fi 免佣,單棟式大廈,-1,-1,306,-1,港島 跑馬地 Mui Hing street happy valley,19800,19-12-2019,22.2663818,114.187232,1.57671E+12
北角近港鐡 有客 洗衣機 wifi,單棟式大廈,1,0,120,-1,港島 北角 春秧街55,5800,17-12-2019,22.2914323,114.1985343,1.57654E+12
海灣華庭 ，2房1廳,屋苑,2,1,257,20,港島 筲箕灣 筲箕灣道368號,11600,16-12-2019,22.2833265,114.2208723,1.57645E+12
港島東 1x1豪裝傢電齊 安樂窩,唐樓,1,1,150,-1,港島 北角 春秧街,7600,16-12-2019,22.2914323,114.1985343,1.57645E+12
獨立單位平租,唐樓,-1,-1,250,56,港島 筲箕灣 筲箕灣道326號,7500,10-12-2019,22.2833265,114.2208723,1.57594E+12
免佣全新裝修齊傢電套房,單棟式大廈,-1,-1,150,-1,港島 灣仔 軒尼詩道151號萬寶樓,11500,07-05-2021,22.27721,114.17703,1.62035E+12
利舞台对面高层光猛街窗1房1廰平地电梯,單棟式大廈,1,1,200,-1,港島 銅鑼灣 禮顿道30号,11000,30-11-2019,22.2781469,114.1866572,1.57507E+12
近北角地鐵 有客 洗衣機傢電wifi,單棟式大廈,1,0,120,-1,港島 北角 春秧街61號,5500,28-11-2019,22.2914323,114.1985343,1.5749E+12
灣仔1房1廳傢電齊即住,單棟式大廈,1,1,180,-1,港島 灣仔 駱克道360 號,11800,27-11-2019,22.2794613,114.179676,1.57481E+12
"2大房近集成中心,極高層清靜,開揚實用.",屋苑,2,1,379,43,港島 灣仔 廣生行大廈,16800,23-11-2019,22.278028,114.177509,1.57447E+12
皇后大道近地铁密码门共用空间免佣金,唐樓,-1,-1,130,-1,港島 上環/中環 西環皇后大道西165號唐2樓,7600,16-11-2019,22.2861987,114.1345286,1.57386E+12
租客免佣洛克道150呎光猛街窗干湿分离厕,單棟式大廈,-1,-1,150,-1,港島 灣仔 洛克道290号5楼,7500,09-11-2019,22.2805866,114.18252,1.57326E+12
跑馬地豪宅區靚套房一房一廳車位露天台,唐樓,1,1,180,-1,港島 跑馬地 跑馬地掃桿埔樂景台43 G 號,12000,06-11-2019,22.2739895,114.1849436,1.573E+12
太祥樓 2房1廳 有電梯 平租 有匙,屋苑,2,1,312,55,港島 太古/西灣河 康祥街2號,11500,04-11-2019,22.283915,114.221735,1.57283E+12
銅鑼灣百德新街珠城大廈全新套房家電齊,單棟式大廈,1,0,110,-1,港島 銅鑼灣 銅鑼灣百德新街22-36號,9000,22-10-2019,22.2819639,114.1850067,1.5717E+12
禮頓道鄰近跑馬地 豪裝套房,單棟式大廈,1,0,120,-1,港島 跑馬地 禮賢大廈,7000,16-10-2019,22.2771327,114.18436477681891,1.57118E+12
炮台山開揚靚房出租,單棟式大廈,-1,-1,110,-1,港島 北角 渣華道38號,7700,14-10-2019,22.2925655,114.2013941,1.57101E+12
灣仔經濟套房出租,單棟式大廈,1,0,110,-1,港島 灣仔 駱克道238號,6400,14-10-2019,22.2794613,114.179676,1.57101E+12
宜泰楼独立门口家电齐全套房电梯上网密码闸,單棟式大廈,-1,-1,100,-1,港島 灣仔 轩尼诗道361号5楼,5000,12-10-2019,22.278333,114.177508,1.57084E+12
銅鑼灣經濟小房出租,單棟式大廈,-1,-1,80,-1,港島 銅鑼灣 駱克道410號,5600,10-10-2019,22.2799917,114.181096,1.57067E+12
銅鑼灣時代廣場唐一楼連平台,唐樓,1,1,300,42,港島 銅鑼灣 登龍街39号,11900,05-10-2019,22.2793645,114.1825968,1.57023E+12
銅鑼灣近時代廣場利園地鐵免費wifi,唐樓,1,0,120,-1,港島 銅鑼灣 禮頓道64,7000,03-10-2019,22.2770275,114.1820964,1.57006E+12
灣仔行6層套房出租,唐樓,-1,-1,100,-1,港島 灣仔 灣仔道53號,6700,30-09-2019,22.2779207,114.1796555,1.5698E+12
鄰近地鐵站出口。兩房新裝,單棟式大廈,2,1,328,-1,港島 西區 冠華大廈,16800,29-09-2019,22.2863601,114.1387685122765,1.56972E+12
銅鑼灣利園山道套房露台,唐樓,1,0,140,-1,港島 銅鑼灣 銅鑼灣利園山道7號,8300,28-09-2019,22.2793173,114.1834816,1.56963E+12
酒店裝修 兩房套廁,單棟式大廈,3,2,787,-1,港島 北角 五州大廈,23800,26-09-2019,22.28980525,114.19556430217145,1.56946E+12
企理、實用，方便,單棟式大廈,2,0,323,24,港島 西區 李寶龍路展鴻閣,17300,26-09-2019,22.28332805,114.13151787697576,1.56946E+12
兩房靚裝清靜,單棟式大廈,2,1,383,-1,港島 筲箕灣 東安大廈,15000,25-09-2019,22.276949199999997,114.22767915536721,1.56937E+12
銅鑼灣告士打道海景套房家電齊,單棟式大廈,1,0,120,-1,港島 銅鑼灣 告士打道223號,8000,23-09-2019,22.2804471,114.1790414,1.5692E+12
三面窗兩房/光猛清静/3分鐘到地鐵/免佣,唐樓,2,2,424,-1,港島 西區 保德街17號,14500,22-09-2019,22.2848443,114.1359523,1.56911E+12
銅鑼灣新裝齊傢俱套房,唐樓,-1,-1,120,-1,港島 銅鑼灣 波斯富街,7600,18-09-2019,22.281099,114.1821869,1.56876E+12
香港仔女單人房,唐樓,1,0,70,50,港島 香港仔 香港仔大道,3300,03-09-2019,22.2480417,114.1558101,1.56747E+12
炮台山 洋樓 連傢電wifi,屋苑,1,1,130,-1,炮台山   港島 北角 炮台山,7600,31-08-2019,22.2875631,114.1933149,1.56721E+12
英皇道463 號套房平租,單棟式大廈,1,0,95,-1,港島 北角 英皇道463 號,7000,29-08-2019,22.2895278,114.1947001,1.56704E+12
西灣河太祥樓,屋苑,2,1,312,54,港島 太古/西灣河 康祥街2號,11000,28-08-2019,22.283915,114.221735,1.56695E+12
北角新都城傢電齊套房,單棟式大廈,1,0,100,-1,港島 北角 英皇道416 號,6800,20-08-2019,22.2895278,114.1947001,1.56626E+12
銅鑼灣希慎上蓋,唐樓,-1,-1,120,-1,港島 銅鑼灣 利園山道11號,6800,18-08-2019,22.2793173,114.1834816,1.56609E+12
洋楼 豪装 齐傢電 包wifl,單棟式大廈,-1,-1,120,-1,港島 北角 春秧街62號,6200,17-08-2019,22.2914323,114.1985343,1.566E+12
保証實景多窗靚裝修有傢電,單棟式大廈,-1,-1,120,-1,港島 北角 春秧街61,6200,17-08-2019,22.2914323,114.1985343,1.566E+12
3房大廳加一儲物房獨家有匙,單棟式大廈,3,1,636,-1,港島 筲箕灣 樂群大廈,16800,11-08-2019,22.279743500000002,114.2254395955535,1.56548E+12
2分鐘灣仔地鉄附陽台全新套房7.7K免佣,單棟式大廈,1,0,110,52,港島 灣仔 軒尼詩道205號,7700,08-08-2019,22.2801455,114.1848329,1.56522E+12
交通便利適合學生套房,唐樓,-1,-1,300,-1,港島 上環/中環 高陞街17號,19000,05-08-2019,22.2878189,114.1453897,1.56496E+12
加暉閣 港大地鐵站,單棟式大廈,2,1,399,31,港島 西區 加暉閣,18000,29-07-2019,22.341072699999998,114.18429519946062,1.56436E+12
唐樓天台包租3年，可種綠色果園,唐樓,1,0,400,-1,港島 北角 Tong Shui road,1500,27-07-2019,22.2911039,114.1989562,1.56419E+12
全新裝修 交通方便 有匙即看,單棟式大廈,2,1,350,-1,港島 北角 明秀大廈,15500,26-07-2019,22.2914511,114.19791328096774,1.5641E+12
上環抵租洋樓,單棟式大廈,-1,-1,324,30,港島 上環/中環 蘇杭街111-113號,15000,25-07-2019,22.284953,114.152001,1.56401E+12
上環開放式洋樓,單棟式大廈,-1,-1,285,34,港島 上環/中環 高陞街21-23號,15000,24-07-2019,22.2878189,114.1453897,1.56393E+12
告士打道銅鑼灣全新套房可短租,單棟式大廈,1,0,100,-1,港島 銅鑼灣 告士打道221-226,8000,21-07-2019,22.2804471,114.1790414,1.56367E+12
銅鑼灣波斯富街利園山道唐樓套房家電齊平租,單棟式大廈,1,0,100,-1,港島 銅鑼灣 波斯富街68 號,6000,20-07-2019,22.281099,114.1821869,1.56358E+12
筲箕灣閞放式山景,屋苑,-1,-1,209,30,港島 筲箕灣 東大街173-175號,11000,16-07-2019,22.279618,114.230154,1.56324E+12
天后地鐵站旁業主提供WiFi 、傢電,單棟式大廈,1,0,100,-1,港島 銅鑼灣 銅鑼灣英皇道135 -145號,6600,14-07-2019,22.281859,114.1914706,1.56306E+12
北角高層電梯東南免佣套房全新豪裝 地鐵口,單棟式大廈,-1,-1,120,-1,港島 北角 馬寶道,7000,13-07-2019,22.2918242,114.200144,1.56298E+12
電梯傢電套房行一層,單棟式大廈,-1,-1,150,-1,港島 銅鑼灣 禮頓道64,7000,11-07-2019,22.2770275,114.1820964,1.5628E+12
全層洋樓租9500元,單棟式大廈,-1,-1,240,-1,港島 西區 汝州街175號,9500,11-07-2019,22.3261306,114.1663592,1.5628E+12
世贸中心对面唐楼家电齐全光猛街窗近地铁站,唐樓,-1,-1,140,-1,港島 銅鑼灣 谢菲道526号,6700,06-07-2019,22.2810772,114.1823641,1.56237E+12
單人套房唐四樓有匙,唐樓,1,0,60,-1,港島 筲箕灣 東大街,4300,02-07-2019,22.279618,114.230154,1.56203E+12
3分鐘內到天后地鐵站兩房一廳全新裝修,單棟式大廈,2,1,368,-1,港島 銅鑼灣 天后清風街,15800,29-06-2019,22.2847306,114.1918098,1.56177E+12
西灣河企理壹房,單棟式大廈,1,1,209,-1,雁亭   港島 筲箕灣 海晏街38號,11800,29-06-2019,22.280676,114.2235305,1.56177E+12
唐1樓套房有匙引看,屋苑,-1,-1,70,55,港島 筲箕灣 筲箕灣道233號,4600,29-06-2019,22.2833265,114.2208723,1.56177E+12
"全城至筍,至平筍租",單棟式大廈,1,1,375,-1,港島 銅鑼灣 銅鑼灣道64號,13800,28-06-2019,22.2790511,114.1915611,1.56168E+12
西營盤唐二樓,唐樓,1,1,300,60,港島 西區 第二街36號,9800,28-06-2019,22.2862415,114.1393209,1.56168E+12
西灣河太順樓全新裝修,屋苑,2,1,312,55,港島 太古/西灣河 康祥街4號,11800,26-06-2019,22.283915,114.221735,1.56151E+12
香港大學地鐵站口出租房,單棟式大廈,1,0,80,50,港島 西區 南里5號南華大廈,4000,25-06-2019,22.2852496,114.13477334999999,1.56142E+12
灣仔大空間套多窗,屋苑,-1,-1,250,52,港島 灣仔 38-46hennessy road,10000,24-06-2019,22.2801455,114.1848329,1.56133E+12
唐五樓部份傢電已吉,唐樓,1,0,130,-1,港島 銅鑼灣 駱克道523號,6800,22-06-2019,22.2799917,114.181096,1.56116E+12
兩房靚裝交通方便,單棟式大廈,2,1,353,-1,港島 筲箕灣 工廠街30號莊士軒,16800,18-06-2019,22.2777323,114.22878187224319,1.56082E+12
西區旺點 電梯大房 公用廳1廚2 廁,單棟式大廈,1,1,150,40,港島 西區 標準大廈,5500,18-06-2019,22.28724965,114.13872150039356,1.56082E+12
"鄰近地鐵,四正實用,齊傢電",屋苑,2,1,464,52,港島 灣仔 軒尼詩道205-207,19800,17-06-2019,22.2801455,114.1848329,1.56073E+12
部份傢電 鄰近交通便利,單棟式大廈,-1,-1,183,-1,港島 北角 添金閣,9800,16-06-2019,22.2920327,114.19784729504758,1.56064E+12
太古康怡 466 ，2房一廳,屋苑,2,1,466,-1,康怡花園   港島 鰂魚涌 康愉街31-45號,19500,13-06-2019,22.2824922,114.2160707,1.56038E+12
靚裝修兩房，近金鐘地鐵站，交通方便,屋苑,2,1,404,-1,港島 灣仔 皇后大道東0088-0090,22000,13-06-2019,22.2779053,114.1673983,1.56038E+12
兩房家電靚裝求好客,屋苑,2,1,391,-1,港島 鰂魚涌 南豐新邨,18500,10-06-2019,22.282064599999998,114.21409593620291,1.56012E+12
近西營盤站套房,唐樓,-1,-1,100,-1,港島 西區 干諾道西133號,6300,06-06-2019,22.287717,114.132731,1.55978E+12
兩房間隔四正平租,單棟式大廈,2,1,290,-1,港島 筲箕灣 新利大廈,12000,05-06-2019,22.277063499999997,114.22723295,1.55969E+12
"優質地段,四正兩房",屋苑,2,1,366,44,港島 灣仔 大王東街7-11,18000,04-06-2019,22.275742,114.171245,1.55961E+12
業主盤免佣！天后企理裝修! 方便！,單棟式大廈,2,1,308,29,港島 天后/大坑 水星街12-18號,17500,01-06-2019,22.2858377,114.192126,1.55935E+12
適合學生齊傢俬靚套房,唐樓,-1,-1,120,-1,港島 上環/中環 干諾道西76號,9500,31-05-2019,22.287717,114.132731,1.55926E+12
"銅鑼灣 全新品味裝修,兩房寛敞大廳",單棟式大廈,2,1,550,-1,軒尼詩道459-465號   港島 銅鑼灣 軒尼詩道459-465號,19000,27-05-2019,22.277386,114.1732833,1.55892E+12
港岛西营盘急转租5.23前无须缴纳房费,洋房/獨立屋,1,0,250,15,港島 西區 梅芳街8号,12500,26-05-2019,22.2878365,114.1434094,1.55883E+12
兩房兩廳現裝修中有匙,屋苑,2,2,306,-1,港島 筲箕灣 筲箕灣中心,12800,22-05-2019,22.27702245,114.22935023721625,1.55848E+12
銅鑼灣獨立門口靚房出租,單棟式大廈,-1,-1,110,-1,軒尼詩道459-465號   港島 銅鑼灣 軒尼詩道459-465號,8500,20-05-2019,22.277386,114.1732833,1.55831E+12
全傢電 開掦 多窗 清靜 光猛,屋苑,1,0,100,52,港島 西區 吉直街9-15號,7500,07-05-2021,22.2833397,114.1533623,1.62035E+12
獨立大門，時尚裝修,唐樓,-1,-1,90,-1,港島 銅鑼灣 駱克道500號,6000,10-05-2019,22.2799917,114.181096,1.55745E+12
富慧閣 望郵輪海 新淨 免佣,單棟式大廈,3,2,800,-1,港島 北角 富慧閣,35000,07-05-2019,22.28389955,114.193207843129,1.55719E+12
北角五洲大廈单位出租,單棟式大廈,3,2,533,57,港島 北角 北角五洲大廈,20000,05-05-2019,22.28980525,114.19556430217145,1.55701E+12
"电梯洋房,連平台花園wifi上綱",屋苑,-1,-1,120,-1,港島 筲箕灣 筲箕湾道388,7000,04-05-2019,22.2833265,114.2208723,1.55693E+12
兩房全傢電獨家有匙,屋苑,2,1,415,-1,港島 筲箕灣 東威大廈,16200,01-05-2019,22.27951445,114.23038093135084,1.55667E+12
銅鑼灣極新裝套房合單身情侣,單棟式大廈,1,0,100,48,銅鑼灣軒尼詩道461   港島 銅鑼灣 銅鑼灣軒尼詩道461,7000,01-05-2019,22.277386,114.1732833,1.55667E+12
免佣金灣仔近金鐘清靜內園套房,單棟式大廈,-1,-1,150,45,港島 灣仔 莊士敦道14-16號莊士敦大摟,6500,29-04-2019,22.2766009,114.17043027071512,1.5565E+12
"新裝,齐傢電,包wifi",單棟式大廈,-1,-1,150,-1,港島 北角 春秧街61號,6600,26-04-2019,22.2914323,114.1985343,1.55624E+12
"电梯洋房,連平台花園wifi上綱",屋苑,-1,-1,170,-1,港島 筲箕灣 筲箕湾道388,7000,24-04-2019,22.2833265,114.2208723,1.55606E+12
近港鐵站全新裝修3房,唐樓,3,2,750,-1,港島 西區 德輔道西178號,16800,23-04-2019,22.2883554,114.1480917,1.55598E+12
"私隱度高,高層開揚,優皮之選",屋苑,-1,-1,224,24,港島 灣仔 交加街33號,14000,19-04-2019,22.2756095,114.1736927,1.55563E+12
一房一廳後街清靜地點旺交通方便,單棟式大廈,1,1,291,-1,港島 筲箕灣 華寶大廈,12500,19-04-2019,22.278612250000002,114.22613944417827,1.55563E+12
"平地电梯,連傢电wifi",屋苑,1,1,150,-1,港島 北角 春秧街61,7500,17-04-2019,22.2914323,114.1985343,1.55546E+12
全新裝 new decoration,單棟式大廈,-1,-1,224,25,港島 灣仔 慧蘭閣,13500,17-04-2019,22.37956385,114.18752063018292,1.55546E+12
