name,building_type,no_rooms,no_hall,area,age,address,price,date,lat,lon,timestamp
大坑新樓應有盡有,單棟式大廈,1,1,265,-1,港島 銅鑼灣 尚巒,17500,15-03-2015,22.27811235,114.19164496807021,1.42638E+12
2房/開揚/雅裝/實用四正,屋苑,2,2,395,-1,港島 西區 珍珠閣,17500,13-03-2015,22.284460850000002,114.13110104999998,1.4262E+12
"全新裝修，陽台，兩房, 連家俬。安全",單棟式大廈,2,1,610,7,"港島 灣仔 258 Queens Road East, Tower 2, 17 C",35000,13-03-2015,22.2748341,114.1735339627312,1.4262E+12
北角3房2廁平租,屋苑,3,2,792,-1,港島 北角 城市花園,27000,13-03-2015,22.29083345,114.19365729837139,1.4262E+12
靚裝高層海景,單棟式大廈,1,1,312,-1,港島 北角 港逸軒,12800,13-03-2015,22.291252399999998,114.19846669478767,1.4262E+12
清靜園景 2房筍盤,屋苑,2,1,450,-1,港島 鰂魚涌 海山樓,10000,13-03-2015,22.284077,114.21196784821205,1.4262E+12
北角3房2廁全新裝,屋苑,3,2,807,-1,港島 北角 城市花園,31000,12-03-2015,22.29083345,114.19365729837139,1.42612E+12
環境清靜 交通方便,屋苑,3,2,847,-1,港島 北角 北角和富中心,32000,12-03-2015,22.292303,114.19643772482465,1.42612E+12
北角堡壘街新裝 3房租盤,單棟式大廈,3,1,677,-1,港島 北角 華䂀大廈,23800,12-03-2015,22.2894789,114.19650375468922,1.42612E+12
北角3房2廁大單位,單棟式大廈,3,2,809,-1,港島 北角 清華樓,25000,12-03-2015,22.29193105,114.19722829749927,1.42612E+12
東南方向 開揚樓景,屋苑,3,2,703,-1,港島 北角 和富中心,28000,12-03-2015,22.292303,114.19643772482465,1.42612E+12
港島屋苑全海景,屋苑,3,2,906,-1,港島 北角 城市花園,38000,12-03-2015,22.29083345,114.19365729837139,1.42612E+12
港島北角3房2廁,屋苑,3,2,674,-1,港島 北角 華凱大廈,23000,12-03-2015,22.28941545,114.19398237565503,1.42612E+12
北角 2房新樓,單棟式大廈,2,1,440,-1,港島 北角 和富豪庭,17800,12-03-2015,22.291761700000002,114.19625743390847,1.42612E+12
新裝全山景，市場罕有,屋苑,2,1,391,-1,南豐新邨   港島 鰂魚涌 基利路,16500,12-03-2015,22.2819891,114.213705,1.42612E+12
校網區，交通方便.,屋苑,2,2,520,-1,港島 上環/中環 學土台,18000,12-03-2015,23.1402818,113.25534,1.42612E+12
CASA880 高層 3房套2廳1貯物室,單棟式大廈,4,2,832,-1,CASA880   港島 鰂魚涌 英皇道880號,40000,11-03-2015,22.2847534,114.2146168,1.42603E+12
適合女学生租住(分租）,唐樓,2,1,400,30,港島 西區 皇后大道西312號3/F,5000,11-03-2015,22.2866101,114.1482057,1.42603E+12
上環新裝唐樓,唐樓,-1,-1,280,-1,港島 上環/中環 荷李活道83-85號,15000,11-03-2015,22.2849544,114.1492009,1.42603E+12
石塘咀 香港大學站上蓋 分租一房,單棟式大廈,2,1,350,-1,石塘咀 山道   港島 西區 石塘咀 山道,5000,10-03-2015,22.2854927,114.1351702,1.42595E+12
"5分鐘內步行到西灣河地鐵站,番新過,",唐樓,2,1,450,-1,港島 筲箕灣 西灣河興民街26號2/F,10500,09-03-2015,22.2815308,114.2233142,1.42586E+12
寬闊明亮海景,屋苑,3,2,570,-1,南豐新邨   港島 鰂魚涌 基利路,20000,09-03-2015,22.2819891,114.213705,1.42586E+12
交通方便 開揚景觀,屋苑,3,2,593,-1,港島 北角 北角英皇道康澤花園,22000,09-03-2015,22.28820925,114.19412649908051,1.42586E+12
港島北角3房,單棟式大廈,3,2,690,-1,港島 北角 南天大廈,25000,09-03-2015,22.290211149999998,114.19507116015271,1.42586E+12
清靜園景 交通方便,屋苑,2,1,450,-1,港島 鰂魚涌 海山樓,10000,09-03-2015,22.284077,114.21196784821205,1.42586E+12
清靜內園筍盤出租,唐樓,2,1,450,-1,港島 鰂魚涌 海山樓,10500,09-03-2015,22.284077,114.21196784821205,1.42586E+12
港島北角3房2廁,屋苑,3,2,680,-1,港島 北角 華凱大廈,22500,09-03-2015,22.28941545,114.19398237565503,1.42586E+12
北角高層3房新裝,屋苑,3,1,610,-1,港島 北角 康澤花園,23000,09-03-2015,22.28820925,114.19412649908051,1.42586E+12
北角和富道全新装修,單棟式大廈,2,1,361,-1,港島 北角 銀輝大廈,18000,09-03-2015,22.2920911,114.19728523527564,1.42586E+12
北角新樓2房,單棟式大廈,2,0,337,-1,港島 北角 港輝豪庭,16800,09-03-2015,22.29149845,114.19706769999999,1.42586E+12
清靜園景 罕有放盤,屋苑,2,1,450,-1,港島 鰂魚涌 海山樓,10000,09-03-2015,22.284077,114.21196784821205,1.42586E+12
搶手地鐵上蓋實用兩房,屋苑,2,2,490,26,港島 柴灣 柴灣道 233 號,17500,09-03-2015,22.2630894,114.2376735,1.42586E+12
交通方便，地點優越，一梯兩伙私隱度高,單棟式大廈,1,1,147,-1,港島 灣仔 灣仔康富大廈,9000,08-03-2015,22.277931549999998,114.17412859707139,1.42577E+12
"唐樓, 實用光猛,2分鐘步行到港鐵站",屋苑,2,1,420,-1,卑路乍街121號   港島 西區 卑路乍街121號,11000,08-03-2015,22.2859012,114.1326439,1.42577E+12
向南全山景，新裝有匙,單棟式大廈,2,1,275,-1,港島 灣仔 活道,13800,06-03-2015,22.2739459,114.184492,1.4256E+12
"唐四樓開陽, 靘裝修, 近西營盤港鐵站,",唐樓,2,1,492,-1,港島 西區 皇后大道西312號3/F,12000,06-03-2015,22.2866101,114.1482057,1.4256E+12
"灣仔,酒店式大堂,會所,泳池",單棟式大廈,1,0,339,-1,尚匯   港島 灣仔 尚匯,24500,06-03-2015,22.2800464,114.17950033928571,1.4256E+12
"1房平租, 有KEY即睇, 租客免佣",單棟式大廈,1,1,339,2,尚匯   港島 灣仔 尚匯,24500,05-03-2015,22.2800464,114.17950033928571,1.42551E+12
Bargain 1 bedroom,屋苑,1,1,436,-1,Ventris Road   港島 跑馬地 ventris road,16000,05-03-2015,22.27144735,114.18517794566424,1.42551E+12
香港仔中心2房,屋苑,2,2,432,-1,香港仔中心   港島 香港仔 南寧街 11 號,13000,05-03-2015,22.2489948,114.1542008,1.42551E+12
香島大廈2房,單棟式大廈,2,1,294,-1,港島 香港仔 大道190號,10200,05-03-2015,22.2480417,114.1558101,1.42551E+12
香港仔中心2房,屋苑,2,2,438,-1,香港仔中心   港島 香港仔 南寧街 11 號,13000,05-03-2015,22.2489948,114.1542008,1.42551E+12
香港仔中心靚裝,屋苑,2,2,432,-1,香港仔中心   港島 香港仔 南寧街 11 號,13000,05-03-2015,22.2489948,114.1542008,1.42551E+12
"帶家電,價格實惠",唐樓,-1,-1,130,-1,港島 上環/中環 文咸東街146號,5500,04-03-2015,22.2864481,114.1500073,1.42543E+12
CASA880 極高層,單棟式大廈,4,2,832,-1,CASA880   港島 鰂魚涌 英皇道880號,45000,04-03-2015,22.2847534,114.2146168,1.42543E+12
銅鑼灣酒店式新裝全屋大理石,單棟式大廈,1,0,150,-1,港島 銅鑼灣 軒尼軒道432號,7800,03-03-2015,22.277386,114.1732833,1.42534E+12
"開放式,連天台",村屋,-1,-1,305,-1,港島 西區 太白臺6-7 號,13000,03-03-2015,22.283406,114.1313041,1.42534E+12
特大套房 / 有街窗,屋苑,-1,-1,130,-1,卑路乍街121號   港島 西區 卑路乍街121號,5900,02-03-2015,22.2859012,114.1326439,1.42525E+12
灣仔經濟套房,唐樓,1,0,80,-1,港島 灣仔 灣仔道121號,4800,01-03-2015,22.2779207,114.1796555,1.42517E+12
超值2房，傢電齊全，景觀開揚兼向南,屋苑,2,1,391,-1,Nan Fung Sun Chuen   港島 鰂魚涌 Greig Road,16000,27-02-2015,22.2819891,114.213705,1.425E+12
西營盤出口、新裝修、開揚、家電、電費優惠,唐樓,-1,-1,305,-1,港島 上環/中環 皇后大道西192-194,13000,24-02-2015,22.2866101,114.1482057,1.42474E+12
CASA880 高層,單棟式大廈,4,2,792,-1,CASA880   港島 鰂魚涌 英皇道880號,35000,24-02-2015,22.2847534,114.2146168,1.42474E+12
"全新裝,未入住,樓底高,唐樓景開揚",唐樓,2,2,504,-1,港島 灣仔 灣仔道54號6樓,14500,17-02-2015,22.2759404,114.17425493176009,1.42413E+12
整潔3房，景觀開闊，有匙即睇！,屋苑,3,1,515,-1,南豐新邨   港島 鰂魚涌 基利路,19800,15-02-2015,22.2819891,114.213705,1.42396E+12
3房靚裝 + 靚景，誰與爭鋒,屋苑,3,2,515,-1,南豐新村   港島 鰂魚涌 基利坊 21 號,20800,13-02-2015,22.2822462,114.214521,1.42379E+12
得利樓，全新家電裝修,屋苑,2,1,367,44,港島 鰂魚涌 得利樓,11800,13-02-2015,22.28546755,114.21185178773769,1.42379E+12
新樓2房租盤,單棟式大廈,2,1,440,-1,港島 北角 和富豪庭,17800,13-02-2015,22.291761700000002,114.19625743390847,1.42379E+12
港島北角3房,屋苑,3,2,593,-1,港島 北角 康澤花園,23000,13-02-2015,22.28820925,114.19412649908051,1.42379E+12
新裝2房出租,單棟式大廈,2,2,400,-1,南豐新村   港島 鰂魚涌 基利坊 21 號,17000,12-02-2015,22.2822462,114.214521,1.4237E+12
酒店式住宅管理,單棟式大廈,1,1,357,-1,港島 灣仔 嘉薈軒,20000,12-02-2015,22.27624405,114.1711172812316,1.4237E+12
康景花園 E座 低層,屋苑,3,2,556,-1,康景花園   港島 鰂魚涌 康柏徑 10 號,20000,11-02-2015,22.2810429,114.212863,1.42361E+12
南豐新村 第1座 中層,屋苑,2,2,391,-1,南豐新村   港島 鰂魚涌 基利坊 21 號,15500,11-02-2015,22.2822462,114.214521,1.42361E+12
精裝3房套房，小康之家必合！,屋苑,3,2,570,-1,Nan Fung Sun Chuen   港島 鰂魚涌 Greig Road,21000,11-02-2015,22.2819891,114.213705,1.42361E+12
交通方便 大房大廳,唐樓,2,1,500,-1,港島 北角 得勝大廈,11000,10-02-2015,22.30878905,114.16894284395633,1.42353E+12
2房1廳，交通方便，食市臨立,唐樓,2,1,350,-1,港島 北角 得勝大廈,10500,10-02-2015,22.30878905,114.16894284395633,1.42353E+12
值值3房，寧靜舒適,屋苑,3,2,515,-1,Nan Fung Sun Chuen   港島 鰂魚涌 Greig Road,19500,09-02-2015,22.2819891,114.213705,1.42344E+12
開放廚房，單身或夫婦合用,屋苑,2,1,391,-1,南豐新村   港島 鰂魚涌 基利坊 21 號,16300,09-02-2015,22.2822462,114.214521,1.42344E+12
高層馬場靚景,屋苑,3,2,610,-1,港島 灣仔 尚翹峰,35000,05-02-2015,22.2750572,114.17366562369611,1.42309E+12
罕有高層，全新靚裝套房,單棟式大廈,-1,-1,150,-1,銅鑼灣   港島 銅鑼灣 軒尼詩道,6500,04-02-2015,22.2801455,114.1848329,1.42301E+12
南豐新村 第9座 高層,屋苑,3,2,515,-1,南豐新村   港島 鰂魚涌 基利坊 21 號,21000,04-02-2015,22.2822462,114.214521,1.42301E+12
南豐新村 第10座 中層,屋苑,3,2,515,-1,南豐新村   港島 鰂魚涌 基利坊 21 號,20000,03-02-2015,22.2822462,114.214521,1.42292E+12
CASA880 高層,屋苑,4,2,832,-1,CASA880   港島 鰂魚涌 英皇道880號,40000,03-02-2015,22.2847534,114.2146168,1.42292E+12
手快有手慢冇超平套房,單棟式大廈,1,0,100,-1,軒尼詩道456號   港島 銅鑼灣 軒尼詩道456號,4500,03-02-2015,22.277386,114.1732833,1.42292E+12
NEW Renovation,唐樓,1,1,355,-1,港島 銅鑼灣 25 school street,16000,03-02-2015,22.2785814,114.1911318,1.42292E+12
單身貴族至愛,單棟式大廈,1,0,214,-1,港島 灣仔 慧賢軒,12500,03-02-2015,22.2737601,114.17472785552656,1.42292E+12
"灣仔,環境優雅,新裝,2房大廳",屋苑,2,2,420,-1,機利臣街2號   港島 灣仔 機利臣街2號,11800,03-02-2015,22.277054,114.1702016,1.42292E+12
廳大房大交通方便,單棟式大廈,3,2,715,-1,港島 灣仔 廈門街7-17号百旺都中心,32000,02-02-2015,22.275608599999998,114.17183567507497,1.42284E+12
上康怡，新裝，齊傢電,屋苑,2,1,524,-1,Kornhill   港島 鰂魚涌 Hong Yue Street,18500,02-02-2015,22.2824922,114.2160707,1.42284E+12
銅鑼灣近地鐵站,屋苑,2,2,555,-1,港島 灣仔 鵝頸軒尼詩道439-445號,15000,31-01-2015,22.2781007,114.1770768,1.42266E+12
遠睛，高中層， 全新屋，維港露臺,單棟式大廈,1,1,275,-1,港島 筲箕灣 筲箕灣東大街,14500,31-01-2015,22.279618,114.230154,1.42266E+12
近地鐵 獨立大套房 超抵租 隨時睇樓免傭,唐樓,1,0,200,-1,港島 筲箕灣 筲箕灣道269-279號,4980,30-01-2015,22.2833265,114.2208723,1.42258E+12
獨立套房 新凈企理 近地鐵 隨時睇樓免傭,唐樓,1,0,160,-1,港島 筲箕灣 筲箕灣道269-279號,4780,30-01-2015,22.2833265,114.2208723,1.42258E+12
西區低層唐樓套房﹑有少量傢俱,屋苑,1,0,140,-1,第一街117號   港島 西區 第一街117號,7500,28-01-2015,22.2864364,114.1418059,1.4224E+12
健康村 康欣閣 高層,屋苑,1,1,319,-1,健康村   港島 北角 英皇道 668 號,12800,27-01-2015,22.2895278,114.1947001,1.42232E+12
南豐新邨 第4座 低層,屋苑,3,2,515,-1,南豐新邨   港島 鰂魚涌 基利路,19000,27-01-2015,22.2819891,114.213705,1.42232E+12
"新装,開揚,環境清幽",唐樓,1,1,242,-1,港島 西半山 西邊街26號,10000,27-01-2015,22.2870692,114.1406746,1.42232E+12
大房開揚景加高级會所抵租,單棟式大廈,1,1,450,7,港島 灣仔 莊士敦道60號,25500,27-01-2015,22.2778068,114.1768163,1.42232E+12
北角 3 房 50萬豪裝,單棟式大廈,3,2,575,-1,港島 北角 新都城大廈,19800,25-01-2015,22.2905007,114.19949659596733,1.42214E+12
豪華裝修有部分家電,單棟式大廈,2,1,380,-1,港島 西區 德輔道西,16800,25-01-2015,22.2883554,114.1480917,1.42214E+12
全新裝修有洗衣機套房,單棟式大廈,1,0,100,-1,駱克道344-346   港島 灣仔 駱克道344-346,7500,24-01-2015,22.278275,114.172652,1.42206E+12
銅鑼灣 經濟 套房出租,單棟式大廈,1,0,80,-1,軒尼詩道459-465號   港島 銅鑼灣 軒尼詩道459-465號,4600,23-01-2015,22.277386,114.1732833,1.42197E+12
女生新裝單人房街景向海,唐樓,1,0,65,45,港島 香港仔 香港仔大道134,4000,22-01-2015,22.2480417,114.1558101,1.42188E+12
500呎 新裝 2房2廳,唐樓,2,2,500,-1,港島 銅鑼灣 香港跑馬地黄泥涌道89號,13000,20-01-2015,22.2737947,114.1793639,1.42171E+12
女生新裝單人房寧靜,唐樓,1,0,45,45,港島 香港仔 香港仔大道134號,3000,20-01-2015,22.2480417,114.1558101,1.42171E+12
HK$6.5K 新靚裝.有傢電+上綱,唐樓,-1,-1,120,-1,港島 灣仔 謝斐道,6500,19-01-2015,22.2798375,114.1794043,1.42163E+12
特式清優特平,唐樓,1,1,300,-1,港島 西區 李寶龍路/Li PO Lung Path,8600,19-01-2015,22.2834563,114.1312566,1.42163E+12
新裝 2分鐘達地鐵 部分海景 業主免佣,單棟式大廈,1,1,288,-1,港島 北角 渣華道112-114號,12000,17-01-2015,22.2925655,114.2013941,1.42145E+12
靚裝 2房 有匙,屋苑,2,0,450,-1,駱克道344-346   港島 灣仔 駱克道344-346,14000,17-01-2015,22.278275,114.172652,1.42145E+12
南豐新村 第5座 高層,屋苑,2,2,391,-1,南豐新村   港島 鰂魚涌 基利坊 21 號,16000,16-01-2015,22.2822462,114.214521,1.42137E+12
南豐新村 第9座 高層,屋苑,3,2,515,-1,南豐新村   港島 鰂魚涌 基利坊 21 號,21000,16-01-2015,22.2822462,114.214521,1.42137E+12
清靜企理實用,唐樓,2,1,356,-1,港島 筲箕灣 筲箕灣東大街,9000,16-01-2015,22.279618,114.230154,1.42137E+12
全新靚裝修 ~ 地鐵上蓋物業,屋苑,1,0,480,-1,駱克道   港島 灣仔 駱克道,21000,15-01-2015,22.278275,114.172652,1.42128E+12
西環超抵價套房出租﹑位置便利,屋苑,1,0,100,-1,皇后大道西312號   港島 西區 皇后大道西312號,4500,15-01-2015,22.2870734,114.1445206,1.42128E+12
南豐新村 第12座 高層,屋苑,2,2,391,-1,南豐新村   港島 鰂魚涌 基利坊 21 號,18500,13-01-2015,22.2822462,114.214521,1.42111E+12
南豐新村 第2座 高層,屋苑,2,2,391,-1,南豐新村   港島 鰂魚涌 基利坊 21 號,17500,11-01-2015,22.2822462,114.214521,1.42093E+12
覆式單位，內置樓梯,單棟式大廈,1,2,1000,-1,港島 西半山 摩羅廟街,29000,11-01-2015,22.2800751,114.1515426,1.42093E+12
南區 鴨脷洲 優質住宅 新裝修15尺大廳,屋苑,2,1,504,26,漁安苑   港島 香港仔 漁安苑道3號,15000,11-01-2015,22.2428711,114.1572152,1.42093E+12
天后全新套房出租,唐樓,-1,-1,192,-1,港島 北角 英皇道73號,9000,10-01-2015,22.2895278,114.1947001,1.42085E+12
天后全新套房出租,唐樓,-1,-1,192,-1,港島 北角 英皇道73號,9200,10-01-2015,22.2895278,114.1947001,1.42085E+12
天后全新套房出租,唐樓,-1,-1,192,-1,港島 北角 英皇道73號,9200,10-01-2015,22.2895278,114.1947001,1.42085E+12
健康村 康祥閣 低層,屋苑,1,2,319,-1,健康村   港島 北角 英皇道 668 號,13500,09-01-2015,22.2895278,114.1947001,1.42076E+12
銅鑼灣靚裝2房出租,單棟式大廈,2,1,460,-1,軒尼詩道456號   港島 銅鑼灣 軒尼詩道456號,16800,07-01-2015,22.277386,114.1732833,1.42059E+12
屋苑管理，雅緻裝修，單身貴族之選,屋苑,1,1,391,-1,健康村   港島 北角 英皇道 668 號,13000,06-01-2015,22.2895278,114.1947001,1.4205E+12
有房出租有意者請聯系,屋苑,3,2,800,25,港島 鰂魚涌 康柏徑10號,22000,06-01-2015,22.2810429,114.212863,1.4205E+12
康景花園 D座 低層,屋苑,3,2,694,-1,康景花園   港島 鰂魚涌 康柏徑 10 號,22000,06-01-2015,22.2810429,114.212863,1.4205E+12
豪装傢俱齐全免費提供上網,單棟式大廈,1,1,150,-1,港島 灣仔 荘士頓道,9500,05-01-2015,22.2778068,114.1768163,1.42042E+12
"醉人海景,會所兩房",屋苑,2,1,488,-1,泓都   港島 西區 堅彌地城新海旁38號,24500,04-01-2015,22.2840138,114.1294094,1.42033E+12
"3房精選, 地鐵上蓋",屋苑,3,2,592,-1,康山花園   港島 鰂魚涌 英皇道 1110-1128 號,21000,04-01-2015,22.2853248,114.2170118,1.42033E+12
"銅鑼灣,時代廣場,套房,沒傢電...",唐樓,-1,-1,80,-1,港島 銅鑼灣 堅拿道東25號,4800,04-01-2015,22.2772791,114.1813337,1.42033E+12
"新裝2房露台, 3分鐘達西營盤地鐵",唐樓,2,0,450,-1,港島 西區 西營盤,13000,02-01-2015,22.286121,114.1420862,1.42016E+12
CASA880 極高層,單棟式大廈,4,2,832,-1,CASA880   港島 鰂魚涌 英皇道880號,48000,31-12-2014,22.2847534,114.2146168,1.41998E+12
三面窗/兩房/清静/2分鐘到地鐵站/免佣,唐樓,2,2,424,-1,港島 西區 保德街17號,13800,30-12-2014,22.2848443,114.1359523,1.4199E+12
2房四正，靚絕裝修，高層景觀綠油油,屋苑,2,2,391,-1,Nan Fung Sun Chuen   港島 鰂魚涌 Greig Road,16500,27-12-2014,22.2819891,114.213705,1.41964E+12
罕有特色小單位,屋苑,-1,-1,200,-1,軒尼詩道459-465號   港島 銅鑼灣 軒尼詩道459-465號,7000,25-12-2014,22.277386,114.1732833,1.41947E+12
唐8樓套房出租,唐樓,1,0,100,-1,港島 銅鑼灣 謝斐道530號,5000,24-12-2014,22.2798375,114.1794043,1.41938E+12
筍筍筍盤盤盤,屋苑,2,1,419,-1,港島 香港仔 石排灣,12000,24-12-2014,22.2462702,114.1538293,1.41938E+12
品味裝修，典雅舒適,屋苑,2,2,461,-1,康怡花園   港島 鰂魚涌 康愉街 43-45 號,19000,23-12-2014,22.2824922,114.2160707,1.41929E+12
西營盤 西源里 獨立有窗套房90呎,唐樓,1,0,90,-1,港島 西區 西營盤 西源里,5500,21-12-2014,22.2878875,114.1419121,1.41912E+12
"灣仔,全新豪華裝修,灣仔道,12學區網",單棟式大廈,1,1,150,-1,富苑   港島 灣仔 灣仔道39號,9800,20-12-2014,22.2779207,114.1796555,1.41903E+12
超靚景觀，開揚舒服,屋苑,2,2,524,-1,Kornhill Garden   港島 鰂魚涌 1110-1128 King's Road,17500,20-12-2014,22.2853248,114.2170118,1.41903E+12
"地鐵站步行4分鐘,1房1廳,新淨方正實用",單棟式大廈,1,1,212,-1,雁亭   港島 筲箕灣 海晏街38號,11500,17-12-2014,22.280676,114.2235305,1.41877E+12
"灣仔,套房,傢電齊,靓豪裝修,",單棟式大廈,-1,-1,150,-1,富苑   港島 灣仔 灣仔道39號,8500,09-12-2014,22.2779207,114.1796555,1.41808E+12
軒尼詩道 457號H 樓,唐樓,1,1,250,-1,港島 銅鑼灣 軒尼詩道457號,10500,08-12-2014,22.2801455,114.1848329,1.418E+12
"銅鑼灣,1分鐘到地鐵站,罕有私人天台花園",唐樓,1,1,388,44,港島 銅鑼灣 渣甸街,13800,03-12-2014,22.2800093,114.1845275,1.41756E+12
高層二房靚景租,屋苑,2,1,391,-1,南豐新邨   港島 鰂魚涌 基利路,16800,01-12-2014,22.2819891,114.213705,1.41739E+12
南豐新邨～出租,屋苑,2,1,391,-1,南豐新邨   港島 鰂魚涌 基利路,15800,01-12-2014,22.2819891,114.213705,1.41739E+12
全新裝修唐樓,唐樓,1,1,465,-1,港島 跑馬地 源遠街15號,19000,28-11-2014,22.2693093,114.186134,1.41713E+12
西環超抵套房出租 ﹑ 位置方便,屋苑,1,0,160,-1,皇后大道西312號   港島 西區 皇后大道西312號,6500,17-11-2014,22.2870734,114.1445206,1.41618E+12
全層單位 抵價出租 位置便利,屋苑,1,1,237,-1,皇后大道西246號   港島 西區 皇后大道西246號,8800,10-11-2014,22.2870734,114.1445206,1.41558E+12
最平有電梯壹套房,單棟式大廈,1,0,90,-1,軒尼詩道459-465號   港島 銅鑼灣 軒尼詩道459-465號,4600,09-11-2014,22.277386,114.1732833,1.41549E+12
北角靚房出租,單棟式大廈,1,0,110,-1,美都   港島 北角 英皇道330-332號,6800,08-11-2014,22.291312,114.2083488,1.4154E+12
渣甸山最平2房連車位 有匙即睇,屋苑,2,1,511,-1,大坑台   港島 跑馬地 春暉道 5 號,24000,08-11-2014,22.273641,114.193548,1.4154E+12
"高層,部份傢私電器",單棟式大廈,2,1,283,-1,英皇中心   港島 北角 英皇道193-241號,12500,05-11-2014,22.2893114,114.1943113,1.41515E+12
銅鑼灣唐樓套房出租,唐樓,1,0,100,-1,港島 銅鑼灣 謝斐道526號,5800,03-11-2014,22.2798375,114.1794043,1.41497E+12
灣仔唐樓套房出租 (沒電梯),唐樓,1,0,140,-1,港島 灣仔 駱克道234號,6800,27-10-2014,22.2794613,114.179676,1.41437E+12
銅鑼灣開揚唐樓出租,唐樓,2,1,371,-1,港島 銅鑼灣 駱克道500號,12000,19-10-2014,22.2799917,114.181096,1.41368E+12
銅鑼灣唐樓出租,唐樓,1,0,130,-1,港島 灣仔,6200,18-10-2014,22.2790146,114.1724833,1.41359E+12
銅鑼灣唐樓出租 (SOGO)後面,唐樓,1,0,110,-1,港島 銅鑼灣 駱克道533號,5600,18-10-2014,22.2799917,114.181096,1.41359E+12
